origin_name,destination_name,type,constellation_telesat,height_telesat,origin_telesat,destination_telesat,Mean latency there_telesat,Mean latency back_telesat,Min. RTT_telesat,Mean RTT_telesat,Max. RTT_telesat,Smp.std. RTT_telesat,Reply arrival_telesat,constellation_kuiper,height_kuiper,origin_kuiper,destination_kuiper,Mean latency there_kuiper,Mean latency back_kuiper,Min. RTT_kuiper,Mean RTT_kuiper,Max. RTT_kuiper,Smp.std. RTT_kuiper,Reply arrival_kuiper,constellation_starlink,height_starlink,origin_starlink,destination_starlink,Mean latency there_starlink,Mean latency back_starlink,Min. RTT_starlink,Mean RTT_starlink,Max. RTT_starlink,Smp.std. RTT_starlink,Reply arrival_starlink,country_source,country_destination,min_of,avg_of,max_of,mdev_of,Distance_of,Expected_Latency_of,satellites_telesat,satellites_distance_telesat,satellites_kuiper,satellites_distance_kuiper,satellites_starlink,satellites_distance_starlink
Bar,Tokyo,isls,telesat,1015,352,359,37.33,37.32,74.27,74.65,82.74,0.29,199926/200000 (100%),kuiper,630,1157,1164,41.79,41.79,80.95,83.57,85.87,1.02,199916/200000 (100%),starlink,550,1585,1592,47.12,47.12,88.50,94.24,98.32,3.41,199902/200000 (100%),Spain,Japan,"254,680291666667","254,935625","255,454291666667","0,527458333333333","10417,8992639239","104,178992639239",1,"11210,3075","10,2857142857143","12532,6423628773","8,83333333333333","14121,0905750443"
Cairo,Sydn,isls,telesat,1015,358,360,62.13,62.13,117.98,124.26,125.93,1.08,199876/200000 (100%),kuiper,630,1163,1165,58.31,58.32,115.62,116.63,120.19,1.50,199885/200000 (100%),starlink,550,1591,1593,74.15,74.16,142.45,148.31,154.36,5.00,199846/200000 (100%),,,,,,,,,"3,75","18319,2845968609","13,5714285714286","17662,8868640229","15,5","21852,2208598094"
Bog,Sydn,isls,telesat,1015,357,360,60.24,60.24,118.59,120.48,124.10,1.98,199881/200000 (100%),kuiper,630,1162,1165,58.19,58.19,111.24,116.39,117.74,1.29,199884/200000 (100%),starlink,550,1590,1593,59.24,59.24,108.23,118.48,127.51,7.37,199874/200000 (100%),Colombia,Australia,"243,915333333333","244,422333333333","247,093285714286","1,19390476190476","14325,1373796274","143,251373796274","3,33333333333333","18070,8741372552","13,5","17384,7698876371","9,8","18158,3364860292"
LA,Cairo,isls,telesat,1015,354,358,45.71,45.71,91.28,91.41,91.44,0.03,199909/200000 (100%),kuiper,630,1159,1163,48.52,48.52,94.61,97.04,99.31,1.91,199902/200000 (100%),starlink,550,1587,1591,53.04,53.04,99.79,106.08,110.28,4.48,199900/200000 (100%),United States,Egypt,"186,901291666667","187,861875","194,653375","1,58258333333333","12199,0534360117","121,990534360117",2,"13695,2350454146","12,25","14514,9507102745","9,33333333333333","15618,3708090152"
LA,Sydn,isls,telesat,1015,354,360,47.99,47.99,88.11,95.98,99.28,4.15,199912/200000 (100%),kuiper,630,1159,1165,48.00,48.00,93.82,96.00,100.67,1.87,199906/200000 (100%),starlink,550,1587,1593,51.90,51.89,99.78,103.79,113.10,5.14,199887/200000 (100%),United States,Australia,"161,223791666667","161,328708333333","161,98025","0,4515","12073,6088347194","120,736088347194","2,5","13971,0173176421","10,75","14614,1409418388","9,625","16008,6176163194"
Riy,Mex,isls,telesat,1015,353,356,54.88,54.89,109.23,109.77,110.36,0.35,199890/200000 (100%),kuiper,630,1158,1161,53.38,53.38,105.99,106.76,113.76,0.83,199894/200000 (100%),starlink,550,1586,1589,51.38,51.38,101.90,102.76,111.68,0.68,199898/200000 (100%),Saudi Arabia,Mexico,"215,290875","216,0115","222,210416666667","1,584375","13877,2086692241","138,772086692241",3,"16462,3460259898","12,25","16320,3217881199",8,"15411,5259668195"
Riy,Tokyo,isls,telesat,1015,353,359,31.44,31.44,62.72,62.88,63.12,0.11,199938/200000 (100%),kuiper,630,1158,1164,36.12,36.12,71.25,72.24,77.22,1.41,199929/200000 (100%),starlink,550,1586,1592,49.96,49.97,91.78,99.93,117.10,9.06,199885/200000 (100%),Saudi Arabia,Japan,"265,91425","266,287","268,181541666667","0,796708333333333","8699,7009327143","86,997009327143",1,"9432,9545","8,75","11069,5485346105","10,5","15251,9906931749"
Mex,Cairo,isls,telesat,1015,356,358,51.10,51.10,101.11,102.19,103.77,0.78,199899/200000 (100%),kuiper,630,1161,1163,48.52,48.53,93.52,97.05,99.29,1.45,199903/200000 (100%),starlink,550,1589,1591,47.93,47.94,91.71,95.87,102.47,4.57,199906/200000 (100%),Mexico,Egypt,"194,593","195,997291666667","204,376833333333","2,15058333333333","12366,9669171993","123,669669171993",3,"15555,2410845425","10,75","14561,2246420658","7,75","14441,5755523842"
Mad,Riy,isls,telesat,1015,351,353,19.08,19.08,38.01,38.17,38.70,0.18,199962/200000 (100%),kuiper,630,1156,1158,21.23,21.24,41.14,42.47,47.17,1.13,199958/200000 (100%),starlink,550,1584,1586,24.84,24.84,47.06,49.69,58.28,2.95,199942/200000 (100%),Spain,Saudi Arabia,"96,1714166666667","96,36475","97,2590416666667",414,"4965,07383775514","49,6507383775514",1,"5766,52716666667","4,66666666666667","6530,86244456564","5,5","7817,4519303603"
Mex,Bog,isls,telesat,1015,356,357,13.93,13.93,26.58,27.86,29.03,0.88,199972/200000 (100%),kuiper,630,1161,1162,15.11,15.11,29.54,30.22,36.30,1.19,199971/200000 (100%),starlink,550,1589,1590,16.23,16.23,30.92,32.46,35.38,1.35,199965/200000 (100%),Mexico,Colombia,"128,625791666667","129,470166666667","136,248583333333","1,62479166666667","3177,32500427885","31,7732500427886",1,"4167,434875","3,2","4715,66072769325","3,5","5211,59796590249"
Mad,Cairo,isls,telesat,1015,351,358,14.11,14.11,27.77,28.21,29.15,0.37,199971/200000 (100%),kuiper,630,1156,1163,15.20,15.20,28.70,30.40,32.83,0.60,199970/200000 (100%),starlink,550,1584,1591,16.17,16.17,27.11,32.34,36.80,2.17,199966/200000 (100%),Spain,Egypt,"62,356375","63,2425","68,983875","1,3555","3347,07961727239","33,4707961727239",1,"4276,1123125",3,"4512,26899527661","3,16666666666667","4879,56146743535"
Mad,LA,isls,telesat,1015,351,354,33.75,33.75,67.31,67.50,67.82,0.15,199933/200000 (100%),kuiper,630,1156,1159,36.77,36.77,72.63,73.54,78.79,1.29,199927/200000 (100%),starlink,550,1584,1587,36.06,36.06,70.14,72.11,78.14,1.27,199930/200000 (100%),Spain,United States,"140,161833333333","145,639875","151,51675","3,27675","9365,12306055799","93,6512306055799",1,"10117,3208333333","8,6","11247,9117916196",6,"10800,2095161391"
LA,Bog,isls,telesat,1015,354,357,21.17,21.16,42.19,42.33,42.74,0.14,199958/200000 (100%),kuiper,630,1159,1162,23.97,23.97,46.68,47.94,49.52,0.67,199953/200000 (100%),starlink,550,1587,1590,24.89,24.89,45.35,49.78,61.10,5.51,199941/200000 (100%),United States,Colombia,"105,627","105,769333333333","107,001583333333","0,424791666666667","5605,3414104866","56,053414104866",1,"6348,21025",5,"7196,84096571229",5,"8368,33267929482"
Riy,Bog,isls,telesat,1015,353,357,53.59,53.59,105.47,107.18,110.13,1.75,199895/200000 (100%),kuiper,630,1158,1162,53.86,53.86,105.47,107.73,110.05,0.93,199893/200000 (100%),starlink,550,1586,1590,71.64,71.64,142.05,143.29,154.07,2.76,199846/200000 (100%),Saudi Arabia,Colombia,"240,363458333333","241,564583333333","243,553583333333","0,9245","12842,4425727383","128,424425727383","3,5","16249,9262732696","11,8","16179,0768743166","14,1666666666667","22287,1797270529"
Mad,Bar,isls,telesat,1015,351,352,8.20,8.20,14.58,16.41,18.72,1.13,199986/200000 (100%),kuiper,630,1156,1157,5.09,5.09,9.47,10.18,11.72,0.62,199991/200000 (100%),starlink,550,1584,1585,4.03,4.03,7.69,8.07,8.83,0.30,199992/200000 (100%),Spain,Spain,"8,582875","8,79241666666667","9,16020833333333","0,158625","503,94949011776","5,0394949011776",1,"2528,84090625",1,"1525,08903125",1,"1270,65795833333"
NY,Mex,isls,telesat,1015,355,356,14.22,14.22,27.64,28.44,30.28,0.78,199973/200000 (100%),kuiper,630,1160,1161,14.98,14.97,28.88,29.95,35.84,1.76,199972/200000 (100%),starlink,550,1588,1589,14.26,14.26,25.77,28.52,39.70,2.65,199974/200000 (100%),United States,Mexico,"66,3636666666667","67,1507916666667","73,4176666666667","1,62483333333333","3384,24766609688","33,8424766609688",1,"4539,540625","3,25","4664,27930381463","2,5","4245,96658349875"
Riy,NY,isls,telesat,1015,353,355,38.53,38.53,74.85,77.06,83.13,2.38,199925/200000 (100%),kuiper,630,1158,1160,40.83,40.82,80.76,81.65,87.13,1.45,199920/200000 (100%),starlink,550,1586,1588,39.54,39.54,77.54,79.08,88.37,2.16,199917/200000 (100%),Saudi Arabia,United States,"151,337708333333","151,602791666667","152,968458333333","0,528541666666667","10494,0572701402","104,940572701402","1,33333333333333","11572,0085945977","9,25","12424,4105498725","6,625","12085,7862656659"
Bog,Cairo,isls,telesat,1015,357,358,45.35,45.35,88.97,90.70,93.62,0.92,199911/200000 (100%),kuiper,630,1162,1163,46.92,46.92,91.73,93.83,96.37,1.64,199908/200000 (100%),starlink,550,1590,1591,68.54,68.55,131.93,137.09,145.68,6.00,199855/200000 (100%),Colombia,Egypt,"208,266708333333","209,732916666667","217,881125","2,05445833333333","11209,4311573841","112,094311573841",2,"13615,0639186657","10,4","14061,2773788544",16,"21266,5025724797"
Mad,Mex,isls,telesat,1015,351,356,32.73,32.73,65.29,65.47,65.79,0.15,199935/200000 (100%),kuiper,630,1156,1161,37.15,37.15,72.49,74.31,78.23,1.10,199926/200000 (100%),starlink,550,1584,1589,42.65,42.65,78.98,85.29,110.27,8.19,199908/200000 (100%),Spain,Mexico,"147,652291666667","148,419041666667","156,100208333333","1,83658333333333","9064,8470904846","90,648470904846",1,"9824,459","9,2","11158,4224266207","8,14285714285714","13855,245630601"
Bar,NY,isls,telesat,1015,352,355,23.16,23.16,46.05,46.32,47.12,0.29,199954/200000 (100%),kuiper,630,1157,1160,25.23,25.22,49.06,50.45,52.82,1.02,199951/200000 (100%),starlink,550,1585,1588,25.28,25.28,49.29,50.56,60.11,0.37,199950/200000 (100%),Spain,United States,"100,13475","100,369708333333","100,757208333333","0,323166666666667","6138,5154346373","61,385154346373",1,"7014,757625","5,875","7527,08057287059",4,"7587,41510926223"
Bar,Sydn,isls,telesat,1015,352,360,68.97,68.96,135.58,137.93,142.31,1.14,199865/200000 (100%),kuiper,630,1157,1165,66.87,66.87,132.52,133.74,138.66,1.02,199864/200000 (100%),starlink,550,1585,1593,66.41,66.42,129.67,132.83,143.11,4.93,199871/200000 (100%),Spain,Australia,"237,507333333333","237,760041666667","238,635708333333","0,509541666666667","17180,445439004","171,80445439004",4,"20539,0210330147","15,625","20109,4785253541","10,4","20351,7088161683"
LA,Mex,isls,telesat,1015,354,356,11.74,11.74,22.79,23.49,24.27,0.42,199977/200000 (100%),kuiper,630,1159,1161,11.89,11.89,22.11,23.77,27.61,2.20,199978/200000 (100%),starlink,550,1587,1589,11.10,11.10,20.50,22.21,28.26,1.02,199980/200000 (100%),United States,Mexico,"47,7931666666667","48,5434166666667","54,993875","1,64441666666667","2490,35365637198","24,9035365637198",1,"3507,82579166667","2,4","3655,1337738237",2,"3345,85091449687"
Bar,Riy,isls,telesat,1015,352,353,17.53,17.53,34.88,35.05,35.56,0.16,199965/200000 (100%),kuiper,630,1157,1158,19.18,19.18,35.38,38.36,40.31,0.94,199962/200000 (100%),starlink,550,1585,1586,20.34,20.35,35.31,40.69,45.67,3.81,199955/200000 (100%),Spain,Saudi Arabia,"96,14175","96,416625","96,9424583333333","0,366416666666667","4491,60477196039","44,9160477196039",1,"5294,134375","3,75","5654,43674838722","3,6","6109,67652798753"
LA,NY,isls,telesat,1015,354,355,16.04,16.04,31.42,32.08,32.82,0.36,199969/200000 (100%),kuiper,630,1159,1160,17.00,17.00,32.74,33.99,37.27,1.21,199968/200000 (100%),starlink,550,1587,1588,22.13,22.13,34.94,44.27,47.61,4.68,199965/200000 (100%),United States,United States,"67,9137083333333","67,987375","68,1229166666667","0,231166666666667","3965,52920669497","39,6552920669497",1,"4820,36733333333","3,75","5195,04511056175",5,"6632,46226057903"
